authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,TypesOfFeature,continent,country,hasConnectionsWith,connectsWith,DeltaAge,noOfFeaturesBuiltByHuman,natureFeatures
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.5, 43.5, 5.0, 44.0",2009-11-01T16:51:03Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.5, 43.5], [4.5, 44.0], [5.0, 44.0], [5.0, 43.5], [4.5, 43.5]]]}",undetermined,rough,representative,300,-330,2012-02-14T21:29:39Z,/places/148042/undetermined,148042,43.75,"43.75,4.75",4.75,HR,"hellenistic-republican,roman","-330.0,300.0",Undetermined location,b5843d9736cceb1ea5c537d370da8ced,Landform,Europe,Republic of North Macedonia,,,400,1523,535
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.5, 43.5, 5.0, 44.0",2009-11-01T16:51:04Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.5, 43.5], [4.5, 44.0], [5.0, 44.0], [5.0, 43.5], [4.5, 43.5]]]}",undetermined,rough,representative,-30,-330,2012-02-14T21:29:40Z,/places/148043/undetermined,148043,43.75,"43.75,4.75",4.75,H,hellenistic-republican,"-330.0,-30.0",Undetermined location,df040238e9162fd34f96aec0802035d4,Landform,Europe,Republic of North Macedonia,,,400,1523,535
"Ã…hlfeldt, J., J. Becker, S. Gillies","5.197222, 43.681944, 5.197222, 43.681944",2012-10-20T19:19:37Z,jahlfeldt,1,"Representative point location, site precision","temple-2,","{""type"": ""Point"", ""coordinates"": [5.197222, 43.681944]}",dare-location,precise,"representative,",640,-30,2016-08-01T11:29:15Z,/places/148046/dare-location,148046,43.681944,"43.681944,5.197222",5.197222,RL,"roman,late-antique","-30.0,640.0",DARE Location,137c1cec69e23e0a496002912f489969,Landform,Europe,Republic of North Macedonia,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.712445, 44.057257, 5.712445, 44.057257",2011-03-04T22:28:57Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.712445, 44.057257]}",darmc-location-15935,precise,representative,640,-750,2012-02-14T21:29:41Z,/places/148047/darmc-location-15935,148047,44.057257,"44.057257,5.712445",5.712445,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 15935,670bb58174fdc221e2171391b22e1308,Landform,Europe,Republic of North Macedonia,,,400,1523,535
"Ã…hlfeldt, J., J. Becker, S. Gillies","5.681783, 44.0619, 5.681783, 44.0619",2012-10-20T19:19:39Z,jahlfeldt,1,"Representative point location, site precision","sanctuary,","{""type"": ""Point"", ""coordinates"": [5.681783, 44.0619]}",dare-location,precise,"representative,",640,-750,2016-07-31T13:46:22Z,/places/148047/dare-location,148047,44.0619,"44.0619,5.681783",5.681783,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,c5f202126e902e35a6692f2f425d92cd,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.604285, 43.173934, 5.604285, 43.173934",2011-03-04T22:25:41Z,S. Loseby,2,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [5.604285, 43.173934]}",darmc-location-5664,precise,representative,640,-30,2018-06-08T00:57:24Z,/places/148048/darmc-location-5664,148048,43.173934,"43.173934,5.604285",5.604285,RL,"roman,late-antique","-30.0,640.0",DARMC location 5664,955ca54daf93f7c6192943f5f2916d13,Landform,Europe,Bulgaria,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.434802, 43.626007, 3.434802, 43.626007",2011-08-17T22:13:15Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.434802, 43.626007]}",darmc-location-27396,precise,representative,300,-30,2012-02-14T21:29:42Z,/places/148049/darmc-location-27396,148049,43.626007,"43.626007,3.434802",3.434802,R,roman,"-30.0,300.0",DARMC location 27396,ec5ab599a8b2af98bae192049c16e364,Landform,Europe,Greece,,,400,1523,535
"Ã…hlfeldt, J.","4.9418, 43.89376, 4.9418, 43.89376",2012-10-20T19:19:43Z,jahlfeldt,0,"Representative point location, site precision",villa,"{""type"": ""Point"", ""coordinates"": [4.9418, 43.89376]}",dare-location,precise,representative,640,-30,2012-10-20T19:19:45Z,/places/148052/dare-location,148052,43.89376,"43.89376,4.9418",4.9418,RL,"roman,late-antique","-30.0,640.0",DARE Location,4b0c1e065c0a93c74b610d4c743e196d,Landform,Europe,Greece,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.44541, 43.526232, 5.44541, 43.526232",2011-03-04T22:25:43Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.44541, 43.526232]}",darmc-location-5673,precise,representative,640,-330,2012-02-14T21:29:44Z,/places/148053/darmc-location-5673,148053,43.526232,"43.526232,5.44541",5.44541,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 5673,6983a41c3741c21cef9816471d442ef8,Forests/Gardens,Europe,Greece,,,12100,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.217974, 43.3416, 3.217974, 43.3416",2011-03-04T22:24:45Z,S. Loseby,2,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.217974, 43.3416]}",darmc-location-3186,precise,representative,640,-330,2012-02-14T21:29:45Z,/places/148056/darmc-location-3186,148056,43.3416,"43.3416,3.217974",3.217974,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 3186,f63745027005ee789a9477aa72cf7e4a,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.403286, 43.598287, 3.403286, 43.598287",2011-03-04T22:29:32Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.403286, 43.598287]}",darmc-location-17402,precise,representative,300,-30,2012-02-14T21:29:46Z,/places/148057/darmc-location-17402,148057,43.598287,"43.598287,3.403286",3.403286,R,roman,"-30.0,300.0",DARMC location 17402,b07049906c7e0c61c65abf370caf0f10,Landform,Unlocated,Unlocated,,,400,,
"Ã…hlfeldt, J.","3.221793, 43.453916, 3.221793, 43.453916",2012-10-20T19:19:49Z,jahlfeldt,0,"Representative point location, site precision",villa,"{""type"": ""Point"", ""coordinates"": [3.221793, 43.453916]}",dare-location,precise,representative,640,-30,2012-10-20T19:19:51Z,/places/148058/dare-location,148058,43.453916,"43.453916,3.221793",3.221793,RL,"roman,late-antique","-30.0,640.0",DARE Location,d6e187bd11f15f9a960394c4cc070d48,Landform,Europe,Republic of North Macedonia,,,400,1523,535
"Ã…hlfeldt, J., J. Becker, S. Gillies, T. Elliott","5.123055, 43.550135, 5.123055, 43.550135",2011-11-03T12:30:00Z,jahlfeldt,4,Ruines de Constantine on the IGN maps,"settlement,","{""type"": ""Point"", ""coordinates"": [5.123055, 43.550135]}",center-point-of-archeological-site-constantine-commune-lancon-provence,precise,representative,300,-30,2014-03-22T16:59:36Z,/places/148060/center-point-of-archeological-site-constantine-commune-lancon-provence,148060,43.550135,"43.550135,5.123055",5.123055,R,roman,"-30.0,300.0","Center point of archaeological site Constantine, commune LanÃ§on-Provence",8c0a101e769e2d36c7d04403aeecc337,Water Source,Europe,Greece,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.409764, 44.208742, 3.409764, 44.208742",2011-03-04T22:28:59Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.409764, 44.208742]}",darmc-location-15938,precise,representative,300,-750,2012-02-14T21:29:47Z,/places/148061/darmc-location-15938,148061,44.208742,"44.208742,3.409764",3.409764,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 15938,70d4a2d535eb08a02895931089dafcff,Landform,Europe,Greece,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.052454, 43.337961, 5.052454, 43.337961",2011-03-04T22:27:58Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.052454, 43.337961]}",darmc-location-7413,precise,representative,300,-550,2012-02-14T21:29:48Z,/places/148062/darmc-location-7413,148062,43.337961,"43.337961,5.052454",5.052454,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",DARMC location 7413,60c457c793164b4e3ce3706310df1d26,Water Source,Europe,Republic of North Macedonia,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.881024, 44.007981, 4.881024, 44.007981",2011-03-04T22:28:08Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.881024, 44.007981]}",darmc-location-8026,precise,representative,640,300,2012-02-14T21:29:49Z,/places/148065/darmc-location-8026,148065,44.007981,"44.007981,4.881024",4.881024,L,late-antique,"300.0,640.0",DARMC location 8026,63a3a5f59b94a68c534a33479f02f702,Water Source,Europe,Republic of North Macedonia,,,400,1523,535
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","5.0, 43.5, 5.5, 44.0",2009-11-01T16:51:24Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[5.0, 43.5], [5.0, 44.0], [5.5, 44.0], [5.5, 43.5], [5.0, 43.5]]]}",undetermined,rough,representative,300,-330,2012-02-14T21:29:49Z,/places/148067/undetermined,148067,43.75,"43.75,5.25",5.25,HR,"hellenistic-republican,roman","-330.0,300.0",Undetermined location,c46948c2bdba62b471a1ea50552c83ca,Water Source,Asia,Sri Lanka,,,400,412,149
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.026714, 43.356777, 5.026714, 43.356777",2011-03-04T22:28:45Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.026714, 43.356777]}",darmc-location-8680,precise,representative,640,-30,2012-02-14T21:29:50Z,/places/148068/darmc-location-8680,148068,43.356777,"43.356777,5.026714",5.026714,RL,"roman,late-antique","-30.0,640.0",DARMC location 8680,3a8f6113dfab6aec894b305329ed65bb,Water Source,Asia,Myanmar,,,400,412,149
"Becker, J.","5.2016739, 43.7390439, 5.2016739, 43.7390439",2013-09-06T17:29:17Z,jbecker,2,Location based on OpenStreetMap,river,"{""type"": ""Point"", ""coordinates"": [5.2016739, 43.7390439]}",location-of-Druentia-fl,precise,representative,2100,1700,2017-10-11T18:45:50Z,/places/148069/location-of-Druentia-fl,148069,43.7390439,"43.7390439,5.2016739",5.2016739,M,modern,"1700.0,2100.0",OSM location of Druentia fl.,a890a5e1361e2cc8812028a33cce145a,Landform,Unlocated,Unlocated,,,400,,
"Becker, J.","4.737541, 43.6588641, 6.724963, 44.9283213",2020-05-03T20:45:08Z,jbecker,1,Representative location based on OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[5.597445, 43.6588641], [5.529267, 43.660773], [5.512602, 43.6626975], [5.4942467, 43.666015], [5.1786485, 43.7352991], [5.1117231, 43.7595488], [4.737541, 43.9226408], [6.6795097, 44.924672], [6.7132102, 44.9283213], [6.7138493, 44.9283076], [6.7143568, 44.9282953], [6.7145466, 44.9282764], [6.7154863, 44.928105], [6.717492, 44.927577], [6.7175603, 44.9275492], [6.7177769, 44.9273814], [6.7224472, 44.9209313], [6.7248592, 44.9165504], [6.7249555, 44.9156713], [6.724963, 44.9153381], [6.7237132, 44.8974958], [6.605458, 44.6696786], [6.6051332, 44.6692387], [6.5945476, 44.6565174], [6.5128707, 44.5612919], [5.8095664, 43.7786375], [5.8093615, 43.7784341], [5.8042967, 43.7735323], [5.7238349, 43.6976119], [5.7233772, 43.6972843], [5.711333, 43.689681], [5.7110488, 43.6895059], [5.6096028, 43.6607207], [5.6042587, 43.6594555], [5.6035726, 43.6593087], [5.601902, 43.6590454], [5.6007445, 43.6589203], [5.5994676, 43.6588685], [5.597445, 43.6588641]]]}",osm-location-of-la-durance,precise,representative,2099,2000,2020-05-14T07:56:40Z,/places/148069/osm-location-of-la-durance,148069,44.16514236,"44.1651423561,5.86142959452",5.861429595,T,twenty-first-ce,"2000.0,2099.0",OSM location of  La Durance,3d63e01df2a548dabe55de4550dd4f2b,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.693318, 43.767521, 4.693318, 43.767521",2011-03-04T22:28:30Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.693318, 43.767521]}",darmc-location-8589,precise,representative,640,-30,2012-02-14T21:29:52Z,/places/148074/darmc-location-8589,148074,43.767521,"43.767521,4.693318",4.693318,RL,"roman,late-antique","-30.0,640.0",DARMC location 8589,f538d236dd20f9d8ff790b7551ec8f05,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.5, 43.5, 5.0, 44.0",2009-11-01T16:51:37Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.5, 43.5], [4.5, 44.0], [5.0, 44.0], [5.0, 43.5], [4.5, 43.5]]]}",undetermined,rough,representative,640,-30,2012-02-14T21:29:55Z,/places/148080/undetermined,148080,43.75,"43.75,4.75",4.75,RL,"roman,late-antique","-30.0,640.0",Undetermined location,c899a62485f03db376ed75d809d5e07d,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.5, 43.0, 5.0, 43.5",2009-11-01T16:51:40Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.5, 43.0], [4.5, 43.5], [5.0, 43.5], [5.0, 43.0], [4.5, 43.0]]]}",undetermined,rough,representative,640,-330,2012-02-14T21:29:56Z,/places/148085/undetermined,148085,43.25,"43.25,4.75",4.75,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Undetermined location,89a24dcd3735d7dc6f89d5fb67af5876,Landform,Unlocated,Unlocated,,"590,030,177,302,800",400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.612456, 43.313944, 5.612456, 43.313944",2011-03-04T22:26:34Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.612456, 43.313944]}",darmc-location-6444,precise,representative,640,-30,2012-02-14T21:29:58Z,/places/148091/darmc-location-6444,148091,43.313944,"43.313944,5.612456",5.612456,RL,"roman,late-antique","-30.0,640.0",DARMC location 6444,184b7529abb10b399ffb46c65024a5bf,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.832867, 43.773471, 4.832867, 43.773471",2011-03-04T22:26:13Z,S. Loseby,2,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [4.832867, 43.773471]}",darmc-location-6382,precise,representative,640,-330,2018-06-08T00:17:07Z,/places/148093/darmc-location-6382,148093,43.773471,"43.773471,4.832867",4.832867,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 6382,2fa15a1a3ed9fabfe85aab2adb5d9e55,Water Source,Unlocated,Unlocated,,"433,032,538,911,200",1250,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.269683, 43.432575, 5.269683, 43.432575",2011-03-04T22:29:48Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.269683, 43.432575]}",darmc-location-17498,precise,representative,640,-30,2012-02-14T21:30:00Z,/places/148096/darmc-location-17498,148096,43.432575,"43.432575,5.269683",5.269683,RL,"roman,late-antique","-30.0,640.0",DARMC location 17498,07ad56b97fb9bc4a108cdecf5523f545,Water Source,Unlocated,Unlocated,"573,474,573,475,573,000",,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.0, 43.0, 4.5, 43.5",2009-11-01T16:51:51Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.0, 43.0], [4.0, 43.5], [4.5, 43.5], [4.5, 43.0], [4.0, 43.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T21:30:01Z,/places/148099/undetermined,148099,43.25,"43.25,4.25",4.25,R,roman,"-30.0,300.0",Undetermined location,c4b36c35b3ce127df365091272bc4730,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.074153, 44.051312, 5.074153, 44.051312",2011-03-04T22:26:23Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.074153, 44.051312]}",darmc-location-6414,precise,representative,-550,-750,2012-02-14T21:30:06Z,/places/148111/darmc-location-6414,148111,44.051312,"44.051312,5.074153",5.074153,A,archaic,"-750.0,-550.0",DARMC location 6414,c49ebad8056c2e635451d5336cc5c6b7,Landform,Unlocated,Unlocated,952600989,324774,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.510532, 43.914829, 4.510532, 43.914829",2011-03-04T22:27:06Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.510532, 43.914829]}",darmc-location-6693,precise,representative,300,-30,2012-02-14T21:30:06Z,/places/148112/darmc-location-6693,148112,43.914829,"43.914829,4.510532",4.510532,R,roman,"-30.0,300.0",DARMC location 6693,a76345c018fb387554ba67d017a430ca,Landform,Unlocated,Unlocated,,"423,025,356,966,898",400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.0, 43.0, 4.5, 43.5",2009-11-01T16:52:05Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.0, 43.0], [4.0, 43.5], [4.5, 43.5], [4.5, 43.0], [4.0, 43.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T21:30:07Z,/places/148113/undetermined,148113,43.25,"43.25,4.25",4.25,R,roman,"-30.0,300.0",Undetermined location,dabba61fba8e315c7ca5a5ed9c77e517,Landform,Unlocated,Unlocated,"197,258,197,119,197,000,000,000,000,000",,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.0, 43.5, 4.5, 44.0",2009-11-01T16:52:06Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.0, 43.5], [4.0, 44.0], [4.5, 44.0], [4.5, 43.5], [4.0, 43.5]]]}",undetermined,rough,representative,300,-550,2012-02-14T21:30:07Z,/places/148114/undetermined,148114,43.75,"43.75,4.25",4.25,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",Undetermined location,98dfb9b4577480c11a0a5ed4adaa5e7a,Landform,Unlocated,Unlocated,"4,328,152,160,179,430,000",,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","3.0, 43.0, 3.5, 43.5",2009-11-01T16:52:08Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[3.0, 43.0], [3.0, 43.5], [3.5, 43.5], [3.5, 43.0], [3.0, 43.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T21:30:08Z,/places/148116/undetermined,148116,43.25,"43.25,3.25",3.25,R,roman,"-30.0,300.0",Undetermined location,ff571869e4b6f44bb4db576d748a1d5d,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.661197, 44.198184, 4.661197, 44.198184",2011-03-04T22:27:08Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.661197, 44.198184]}",darmc-location-6699,precise,representative,640,-750,2012-02-14T21:30:09Z,/places/148117/darmc-location-6699,148117,44.198184,"44.198184,4.661197",4.661197,ACL,"archaic,classical,late-antique","-750.0,640.0",DARMC location 6699,3d63cee9d60c5e62fa842cedf5b621a4,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","3.0, 43.0, 3.5, 43.5",2009-11-01T16:52:10Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[3.0, 43.0], [3.0, 43.5], [3.5, 43.5], [3.5, 43.0], [3.0, 43.0]]]}",undetermined,rough,representative,-30,-330,2012-02-14T21:30:09Z,/places/148118/undetermined,148118,43.25,"43.25,3.25",3.25,H,hellenistic-republican,"-330.0,-30.0",Undetermined location,9b3aa63b932a3bde487cf12e32807630,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","5.0, 43.5, 5.5, 44.0",2009-11-01T16:52:11Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[5.0, 43.5], [5.0, 44.0], [5.5, 44.0], [5.5, 43.5], [5.0, 43.5]]]}",undetermined,rough,representative,300,-330,2012-02-14T21:30:10Z,/places/148119/undetermined,148119,43.75,"43.75,5.25",5.25,HR,"hellenistic-republican,roman","-330.0,300.0",Undetermined location,a579363dbf2c6a5f53d818a5cb09d014,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.092021, 43.679345, 4.092021, 43.679345",2011-08-02T20:44:26Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.092021, 43.679345]}",darmc-location-16702,precise,representative,640,-330,2012-02-14T21:30:10Z,/places/148120/darmc-location-16702,148120,43.679345,"43.679345,4.092021",4.092021,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 16702,9a93a8e3ccb90ce825018fef461b3172,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.323529, 43.730407, 3.323529, 43.730407",2011-03-04T22:24:24Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.323529, 43.730407]}",darmc-location-1700,precise,representative,640,-330,2012-02-14T21:30:11Z,/places/148121/darmc-location-1700,148121,43.730407,"43.730407,3.323529",3.323529,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 1700,260fdbaba63f0e91b7b3d510527b75e1,Water Source,Africa,Tunisia,,324694,400,166,72
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.545053, 43.927123, 4.545053, 43.927123",2011-03-04T22:27:13Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.545053, 43.927123]}",darmc-location-6716,precise,representative,640,-550,2012-02-14T21:30:12Z,/places/148124/darmc-location-6716,148124,43.927123,"43.927123,4.545053",4.545053,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 6716,97760f21fbbdaa25a35156ada282f18d,Landform,Europe,France,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.545623, 43.413789, 3.545623, 43.413789",2011-03-04T22:29:57Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.545623, 43.413789]}",darmc-location-17521,precise,representative,640,-30,2012-02-14T21:30:13Z,/places/148126/darmc-location-17521,148126,43.413789,"43.413789,3.545623",3.545623,RL,"roman,late-antique","-30.0,640.0",DARMC location 17521,3cccdf63f97b505c526f0c054c030f6c,Water Source,Europe,Spain,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.382499, 43.296854, 5.382499, 43.296854",2011-03-04T22:27:18Z,S. Loseby,2,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [5.382499, 43.296854]}",darmc-location-6735,precise,representative,640,-750,2018-06-07T19:46:53Z,/places/148127/darmc-location-6735,148127,43.296854,"43.296854,5.382499",5.382499,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 6735,20c88cc97d09957edb84bd34595c0537,Landform,Europe,Greece,,771100775,400,1523,535
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.5, 43.0, 5.0, 43.5",2009-11-01T16:52:21Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.5, 43.0], [4.5, 43.5], [5.0, 43.5], [5.0, 43.0], [4.5, 43.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T21:30:15Z,/places/148128/undetermined,148128,43.25,"43.25,4.75",4.75,R,roman,"-30.0,300.0",Undetermined location,f077f0a31a03050a4f26c0bc0a740e34,Water Source,Europe,France,"246,694,148,209",,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.203326, 43.83559, 4.203326, 43.83559",2011-03-04T22:27:20Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.203326, 43.83559]}",darmc-location-6737,precise,representative,300,-550,2012-02-14T21:30:15Z,/places/148131/darmc-location-6737,148131,43.83559,"43.83559,4.203326",4.203326,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",DARMC location 6737,6574231701bc839e2c6b5a0c2cd52615,Water Source,Europe,Spain,,,400,1523,535
"Ã…hlfeldt, J.","4.188931, 43.832128, 4.188931, 43.832128",2011-11-03T14:14:38Z,jahlfeldt,3,,unknown,"{""type"": ""Point"", ""coordinates"": [4.188931, 43.832128]}",center-point-of-oppidum-at-serre-mouressipe-commune-saint-come-et-maruejols,precise,representative,,,2012-02-14T21:30:15Z,/places/148131/center-point-of-oppidum-at-serre-mouressipe-commune-saint-come-et-maruejols,148131,43.832128,"43.832128,4.188931",4.188931,,,,"Center point of oppidum at Serre Mouressipe, commune Saint-CÃ´me-et-MaruÃ©jols",c9a2256ca8b25706fd8e540c099a7fd2,Landform,Europe,Spain,,,400,1523,535
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.5, 44.0, 5.0, 44.5",2009-11-01T16:52:23Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.5, 44.0], [4.5, 44.5], [5.0, 44.5], [5.0, 44.0], [4.5, 44.0]]]}",undetermined,rough,representative,300,-330,2012-02-14T21:30:16Z,/places/148132/undetermined,148132,44.25,"44.25,4.75",4.75,HR,"hellenistic-republican,roman","-330.0,300.0",Undetermined location,3cec6ff03b730138436aac6644ca6870,Landform,Europe,Spain,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.608832, 43.423717, 3.608832, 43.423717",2011-03-04T22:27:22Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.608832, 43.423717]}",darmc-location-6750,precise,representative,300,-750,2012-02-14T21:30:16Z,/places/148133/darmc-location-6750,148133,43.423717,"43.423717,3.608832",3.608832,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 6750,4ce3f82a889d2cfb0b04a8d0c90f9933,Water Source,Europe,Slovenia,,,400,1523,535
"Ã…hlfeldt, J.","3.606834, 43.4255939, 3.606834, 43.4255939",2012-10-20T19:20:35Z,jahlfeldt,0,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.6068339999999, 43.4255939]}",dare-location,precise,representative,300,-750,2012-10-20T19:20:37Z,/places/148133/dare-location,148133,43.4255939,"43.4255939,3.606834",3.606834,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,42a747904e680ca33c9474b0fd7611a1,Water Source,Europe,United Kingdom,,,400,1523,535
