authors,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,featureTypes,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Ã…hlfeldt, J.","12.208372, 42.160443, 12.208372, 42.160443",jahlfeldt,"Representative point location, village precision",bath,"{""type"": ""Point"", ""coordinates"": [12.208372, 42.160443]}",dare-location,precise,representative,300,-30,42.160443,"42.160443,12.208372",12.208372,,R,roman,"-30.0,300.0",DARE Location,bath,,island,Harris and Lewis Is.,,330,"bath,"
"Becker, J., R. Horne","12.2066836, 42.1640001, 12.2072383, 42.1645018",jbecker,Representative location based on OpenStreetMap,bath,"{""type"": ""Polygon"", ""coordinates"": [[[12.2070253, 42.1640001], [12.2069569, 42.1640388], [12.2067192, 42.1642219], [12.2066836, 42.1643213], [12.2068134, 42.1644397], [12.2071291, 42.1645018], [12.207162, 42.1644101], [12.2072383, 42.1640941], [12.2071125, 42.1640172], [12.2070253, 42.1640001]]]}",osm-location-of-terme-apollinari-di-vicarello,precise,representative,300,-30,42.16426062,"42.164260624,12.206985193",12.20698519,,R,roman,"-30.0,300.0",OSM location of Terme Apollinari di Vicarello,bath,91357,"bath, fort",Duntocher,,330,"bath,"
"Becker, J.","11.8361099, 42.1090611, 11.8361099, 42.1090611",jbecker,Location based on OpenStreetMap,bath,"{""type"": ""Point"", ""coordinates"": [11.8361099, 42.1090611]}",location-of-terme-taurine,precise,representative,640,-330,42.1090611,"42.1090611,11.8361099",11.8361099,,HL,"hellenistic-roman-early-empire,late-antique","-330.0,640.0",OSM location of Terme Taurine,bath,,fort,Whitley Castle,,970,"bath,"
"Becker, J., R. Horne","12.716667, 41.95, 12.716667, 41.95",jbecker,"Representative location based on Coordinate Geografiche, verified in Google Earth 2013.","bath,","{""type"": ""Point"", ""coordinates"": [12.716667, 41.95]}",location-of-aquae-albulae,precise,representative,2100,-330,41.95,"41.95,12.716667",12.716667,,HRLM,"hellenistic-republican,roman,late-antique,modern","-330.0,2100.0",Coordinate Geografiche location of Aquae Albulae,bath,,"mountain, mine-2",,,2430,"bath,"
"Becker, J.","-1.1412289, 52.6351709, -1.1412289, 52.6351709",jbecker,Location based on OpenStreetMap,"bath,","{""type"": ""Point"", ""coordinates"": [-1.1412289, 52.6351709]}",osm-location-of-jewry-wall,precise,representative,300,-30,52.6351709,"52.6351709,-1.1412289",-1.1412289,,R,roman,"-30.0,300.0",OSM location of Jewry Wall,bath,,fort,"Ems, GER",,330,"bath,"
"Becker, J.","2.1614576, 41.6343955, 2.161671, 41.6345445",jbecker,Representative location based on OpenStreetMap.,bath,"{""type"": ""Polygon"", ""coordinates"": [[[2.1616251, 41.6343955], [2.1614576, 41.6344346], [2.1615035, 41.6345445], [2.161671, 41.6345054], [2.1616251, 41.6343955]]]}",osm-location-of-termes-romanes,precise,representative,300,-30,41.63447,"41.63447,2.1615643",2.1615643,,R,roman,"-30.0,300.0",OSM location of Termes Romanes,bath,,fort,Eferding? AUS,,330,"bath,"
"Becker, J.","11.8772637, 42.414552, 11.8772637, 42.414552",jbecker,Representative location based on OpenStreetMap.,bath,"{""type"": ""Point"", ""coordinates"": [11.8772637, 42.414552]}",osm-location-of-terme-della-regina,precise,representative,300,-30,42.414552,"42.414552,11.8772637",11.8772637,,R,roman,"-30.0,300.0",OSM location of Terme della Regina,bath,,cemetery,,,330,"bath,"
"Becker, J.","-3.4041335, 54.3506763, -3.4041335, 54.3506763",jbecker,Known either as 'Ravenglass Roman Bath House' or 'Walls Castle'. Location based on OpenStreetMap.,"bath,","{""type"": ""Point"", ""coordinates"": [-3.4041335, 54.3506763]}",location-of-roman-bath,precise,representative,300,-30,54.3506763,"54.3506763,-3.4041335",-3.4041335,,R,roman,"-30.0,300.0",location of Roman bath,bath,,,,,330,"bath,"
"Becker, J.","12.6578489, 41.7284473, 12.6578489, 41.7284473",jbecker,Representative location based on OpenStreetMap.,bath,"{""type"": ""Point"", ""coordinates"": [12.6578489, 41.7284473]}",location-of-baths-of-caracalla,precise,representative,640,-30,41.7284473,"41.7284473,12.6578489",12.6578489,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Terme di Caracalla,bath,,,,,670,"bath,"
"Becker, J.","6.9874365, 51.4025827, 6.9874365, 51.4025827",jbecker,Location based on OpenStreetMap,"forest,","{""type"": ""Point"", ""coordinates"": [6.9874365, 51.4025827]}",location-of-heissiwald,precise,representative,2100,1700,51.4025827,"51.4025827,6.9874365",6.9874365,,M,modern,"1700.0,2100.0",location of Heissiwald,forest,,,,,400,"forest,"
"Elliott, T., J. Becker","1.9102673, 48.303759, 1.9116121, 48.3051749",thomase,Location based on OpenStreetMap,forest,"{""type"": ""Polygon"", ""coordinates"": [[[1.9106465, 48.303759], [1.9102673, 48.3038823], [1.9113271, 48.3051749], [1.9116121, 48.3050899], [1.9106465, 48.303759]]]}",osm-location,precise,associated_modern,2100,1700,48.30446031,"48.304460312,1.91094933293",1.910949333,,M,modern,"1700.0,2100.0",OSM Location of the Haie de Sampuy,forest,,,,,400,"forest,"
"Ã…hlfeldt, J., J. Becker","2.206149, 48.162827, 2.206149, 48.162827",jahlfeldt,,"bath,","{""type"": ""Point"", ""coordinates"": [2.206149, 48.162827]}",archaeological-site-bath,precise,representative,640,-30,48.162827,"48.162827,2.206149",2.206149,,RL,"roman,late-antique","-30.0,640.0",Archaeological site: bath,bath,,,,,670,"bath,"
"Ã…hlfeldt, J.","2.6227127, 48.1153774, 2.6227127, 48.1153774",jahlfeldt,,"bath,","{""type"": ""Point"", ""coordinates"": [2.6227127, 48.1153774]}",location-of-archaeological-site,precise,representative,300,-30,48.1153774,"48.1153774,2.6227127",2.6227127,,R,roman,"-30.0,300.0",Location of archaeological site,bath,,,,,330,"bath,"
"Becker, J.","2.6217305, 48.1155511, 2.6217305, 48.1155511",jbecker,Location based on OpenStreetMap,"bath,","{""type"": ""Point"", ""coordinates"": [2.6217305, 48.1155511]}",location-of-aquae-segetae,precise,representative,300,-30,48.1155511,"48.1155511,2.6217305",2.6217305,,R,roman,"-30.0,300.0",location of Aquae Segetae,bath,,,,,330,"bath,"
"Becker, J.","13.14, 49.11, 13.14, 49.11",jbecker,coordinates after GeoHack.,"forest,","{""type"": ""Point"", ""coordinates"": [13.14, 49.11]}",imagery-location-of-bohemian-forest,precise,representative,2100,1700,49.11,"49.11,13.14",13.14,,M,modern,"1700.0,2100.0",Imagery location of Bohemian Forest,forest,,,,,400,"forest,"
"Vitale, V., J. Becker","14.4878092, 40.7501538, 14.4878092, 40.7501538",vvitale,Representative location based on OpenStreetMap.,"bath,","{""type"": ""Point"", ""coordinates"": [14.4878092, 40.7501538]}",terme-stabiane,precise,representative,300,-330,40.7501538,"40.7501538,14.4878092",14.4878092,,H,hellenistic-roman-early-empire,"-330.0,300.0","OSM location of so-called ""Terme Stabiane""",bath,,,,,630,"bath,"
"Becker, J.","11.1343855, 43.3907551, 11.1343855, 43.3907551",jbecker,Location based on OpenStreetMap,bath,"{""type"": ""Point"", ""coordinates"": [11.1343855, 43.3907551]}",osm-location-of-le-caldane,precise,representative,1453,-330,43.3907551,"43.3907551,11.1343855",11.1343855,,HRLM,"hellenistic-republican,roman,late-antique,mediaeval-byzantine","-330.0,1453.0",OSM location of  Le Caldane,bath,,,,,1783,"bath,"
"Varveri, A., J. Becker, E. Robinson","14.4827788, 40.7486758, 14.4827788, 40.7486758",avarveri,Representative point derived from an OpenStreetMap node,bath,"{""type"": ""Point"", ""coordinates"": [14.4827788, 40.7486758]}",terme-suburbane,precise,representative,300,-330,40.7486758,"40.7486758,14.4827788",14.4827788,,H,hellenistic-roman-early-empire,"-330.0,300.0","OSM location of so-called ""Terme Suburbane""",bath,,,,,630,"bath,"
"Becker, J., T. Elliott","1.43, 38.98, 1.43, 38.98",jbecker,verified in Google Earth 2013.,island,"{""type"": ""Point"", ""coordinates"": [1.43, 38.98]}",location-of-ebusus-ins,precise,representative,2100,1700,38.98,"38.98,1.43",1.43,,M,modern,"1700.0,2100.0",Imagery location of modern Ibiza island,island,266001,island,Ibiza Is.,"482,947,334,482,947,000,000,000,000,000",400,"island,"
"Becker, J., T. Elliott","-0.45, 38.3, -0.45, 38.3",jbecker,Coordinates following GeoNames,water-open,"{""type"": ""Point"", ""coordinates"": [-0.45, 38.3]}",imagery-location-of-bahia-de-alicante,precise,representative,2099,2000,38.3,"38.3,-0.45",-0.45,,T,twenty-first-ce,"2000.0,2099.0",GeoNames location of BahÃ­a de Alicante,water-open,,water-open,Bay of Alicante,,99,"water-open,"
"Becker, J.","-3.3115572, 37.0533806, -3.3115572, 37.0533806",jbecker,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [-3.3115572, 37.0533806]}",location-of-mulhacen,precise,representative,2100,1700,37.0533806,"37.0533806,-3.3115572",-3.3115572,,M,modern,"1700.0,2100.0",location of MulhacÃ©n,mountain,,villa,"Soto de Roma, Daragoleja, Pinos Puente",,400,"mountain,"
"Euzennat, M., R. Warner, R. Talbert, S. Gillies, T. Elliott, J. Becker","-5.283333, 35.9, -5.283333, 35.9",M. Euzennat,Coordinates following GeoHack.,"mountain,","{""type"": ""Point"", ""coordinates"": [-5.283333, 35.9]}",batlas-location,precise,representative,2100,-550,35.9,"35.9,-5.283333",-5.283333,,CHRLM,"classical,hellenistic-republican,roman,late-antique,modern","-550.0,2100.0",Abila Mons,mountain,,fort,Ain el Hajaj,,2650,"mountain,"
"Becker, J., T. Elliott","-5.9744811, 35.5946094, -5.9382001, 35.6186755",jbecker,Representative location based on OpenStreetMap,lake,"{""type"": ""Polygon"", ""coordinates"": [[[-5.9557026, 35.5946094], [-5.9722448, 35.5965966], [-5.9744811, 35.5975948], [-5.9734169, 35.5986383], [-5.9482264, 35.6147697], [-5.9418787, 35.6186755], [-5.9416232, 35.6185633], [-5.9415086, 35.6183989], [-5.9386513, 35.6142943], [-5.9383911, 35.6137797], [-5.9382001, 35.6131835], [-5.938227, 35.6127989], [-5.9385572, 35.6122599], [-5.954914, 35.5946541], [-5.9557026, 35.5946094]]]}",osm-location-of-oued-tahaddart,precise,associated_modern,2099,2000,35.60468924,"35.6046892418,-5.9544297479",-5.954429748,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Oued Tahaddart,lake,,settlement,Djouima,,99,"lake,"
"Becker, J.","-5.6097877, 36.0040912, -5.6097877, 36.0040912",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [-5.6097877, 36.0040912]}",location-of-isla-de-las-palomas,precise,representative,2100,1700,36.0040912,"36.0040912,-5.6097877",-5.6097877,,M,modern,"1700.0,2100.0",OSM location of Isla de Las Palomas,island,,settlement,Khedis,,400,"island,"
"Becker, J.","-5.4183725, 35.9122607, -5.4183725, 35.9122607",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [-5.4183725, 35.9122607]}",location-of-Heras-Ins,precise,representative,2100,1700,35.9122607,"35.9122607,-5.4183725",-5.4183725,,M,modern,"1700.0,2100.0",location of Heras? Ins.,island,,settlement,Kitzan,,400,"island,"
"Becker, J.","-5.4129554, 35.8989516, -5.4129554, 35.8989516",jbecker,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [-5.4129554, 35.8989516]}",osm-location-of-jebel-musa,precise,representative,2100,1700,35.8989516,"35.8989516,-5.4129554",-5.4129554,,M,modern,"1700.0,2100.0",OSM location of Jebel Musa,mountain,,unknown,Sidi el Mokffi,,400,"mountain,"
"Becker, J., R. Horne","-1.4817838, 35.3211263, -1.4817838, 35.3211263",jbecker,Representative location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [-1.4817838, 35.3211263]}",osm-location,precise,representative,2100,1700,35.3211263,"35.3211263,-1.4817838",-1.4817838,,M,modern,"1700.0,2100.0",OSM location of Ile Leila de Rachgoune,island,,fort,Aioun Sbiba,,400,"island,"
"Becker, J.","10.3257769, 37.1813894, 10.3257769, 37.1813894",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [10.3257769, 37.1813894]}",location-of-ile-plane,precise,representative,2100,1700,37.1813894,"37.1813894,10.3257769",10.3257769,,M,modern,"1700.0,2100.0",location of ÃŽle Plane,island,,settlement,el Kherba,,400,"island,"
"Becker, J.","-2.4271782, 35.1815371, -2.4271782, 35.1815371",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [-2.4271782, 35.1815371]}",isla-isabel-ii,precise,representative,2100,1700,35.1815371,"35.1815371,-2.4271782",-2.4271782,,M,modern,"1700.0,2100.0",Isla Isabel II,island,,road,Kaputtasaccora Â® Argoub Rouiba,,400,"island,"
"Becker, J.","-2.4225804, 35.184363, -2.4225804, 35.184363",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [-2.4225804, 35.184363]}",isla-del-rey,precise,representative,2100,1700,35.184363,"35.184363,-2.4225804",-2.4225804,,M,modern,"1700.0,2100.0",Isla del Rey,island,,unlocated,between Salsum fl. and Castra Puer(or)um,,400,"island,"
"Becker, J.","-2.4385015, 35.1760726, -2.4385015, 35.1760726",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [-2.4385015, 35.1760726]}",isla-del-congreso,precise,representative,2100,1700,35.1760726,"35.1760726,-2.4385015",-2.4385015,,M,modern,"1700.0,2100.0",Isla del Congreso,island,,unlocated,30 m. p. from Albulae,,400,"island,"
"Elliott, T., J. Becker","3.62662, 36.13804, 3.62662, 36.13804",thomase,Coordinates following GeoHack,mountain,"{""type"": ""Point"", ""coordinates"": [3.62662, 36.13804]}",geohack-location-of-djebel-guern-es-slem,precise,representative,2099,2000,36.13804,"36.13804,3.62662",3.62662,,T,twenty-first-ce,"2000.0,2099.0",GeoHack Location of Djebel Guern es-Slem,mountain,,settlement,Tipasa,"2,069,883,083,724,480",99,"mountain,"
"Becker, J.","2.2133796, 36.3311172, 2.2133796, 36.3311172",jbecker,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [2.2133796, 36.3311172]}",location-of-djebel-zaccar,precise,representative,2100,1700,36.3311172,"36.3311172,2.2133796",2.2133796,,M,modern,"1700.0,2100.0",location of Djebel Zaccar,mountain,,island,Qeshm Is.? IRN,,400,"mountain,"
"Becker, J.","55.2601742, 26.5378137, 56.2874151, 26.9997779",jbecker,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[55.2942102, 26.5378137], [55.2934778, 26.5378885], [55.2913603, 26.5381756], [55.2897065, 26.5384765], [55.2885555, 26.5389543], [55.2831212, 26.5419955], [55.2821397, 26.5427517], [55.274537, 26.553102], [55.2738784, 26.5545723], [55.2694687, 26.5675527], [55.2686937, 26.5715307], [55.2685327, 26.5726867], [55.2601742, 26.654416], [55.2601891, 26.6545803], [55.2605105, 26.655073], [55.2616004, 26.6563202], [55.2678335, 26.662022], [55.7344291, 26.9447754], [55.7506137, 26.951896], [56.157448, 26.9997779], [56.1854077, 26.999142], [56.2091023, 26.9964195], [56.2115374, 26.9956882], [56.2172361, 26.9937454], [56.2365636, 26.9851997], [56.2720387, 26.9684166], [56.2754845, 26.966485], [56.2755456, 26.9664456], [56.278334, 26.9624813], [56.2842494, 26.953831], [56.2872739, 26.9490346], [56.2874151, 26.9487057], [56.2873971, 26.9483811], [56.2867746, 26.9452633], [56.2866115, 26.9447074], [56.2843345, 26.939002], [56.2841449, 26.9388494], [56.0774033, 26.781822], [55.9594363, 26.6984296], [55.9474673, 26.6916506], [55.9443313, 26.6900836], [55.9426173, 26.6895566], [55.9409033, 26.6890296], [55.9269023, 26.6853216], [55.2942102, 26.5378137]]]}",osm-location-of-qeshm-island,precise,representative,2100,1700,26.78667173,"26.7866717293,55.7943160257",55.79431603,,M,modern,"1700.0,2100.0",OSM location of Qeshm (island),island,,unlocated,near Tigava,,400,"island,"
"Becker, J.","50.9999999, 27.0000001, 50.9999999, 27.0000001",jbecker,Location based on OpenStreetMap,"water-open,","{""type"": ""Point"", ""coordinates"": [50.9999999, 27.0000001]}",location-of-persicus-sinus-erythr-ae-um-mare,precise,representative,2100,1700,27.0000001,"27.0000001,50.9999999",50.9999999,,M,modern,"1700.0,2100.0",location of Persicus Sinus/Erythr(ae)um Mare,water-open,,unlocated,el Kessour or Gunugu area,,400,"water-open,"
"Becker, J., R. Horne","58.7838272, 20.2751568, 58.7838272, 20.2751568",jbecker,Representative location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [58.7838272, 20.2751568]}",location-of-masirah-island,precise,,2100,1700,20.2751568,"20.2751568,58.7838272",58.7838272,,M,modern,"1700.0,2100.0",OSM location of Masirah (island),island,,unlocated,"Gunugu?, or nearby",,400,"island,"
"Becker, J.","56.4205931, 27.0331318, 56.5020116, 27.1027047",jbecker,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[56.4746971, 27.0331318], [56.4738578, 27.0331465], [56.4603151, 27.0335152], [56.4404768, 27.0381369], [56.4382458, 27.0387993], [56.4342396, 27.0406667], [56.4296865, 27.0430726], [56.4286646, 27.0436153], [56.427158, 27.0445426], [56.4261519, 27.0451918], [56.4259422, 27.0454274], [56.4220179, 27.0509714], [56.4205931, 27.0534787], [56.4214195, 27.0593862], [56.4215927, 27.0602564], [56.4248409, 27.0739398], [56.4255411, 27.075796], [56.4413127, 27.0954513], [56.441656, 27.0958562], [56.4526108, 27.1027047], [56.4796017, 27.0941294], [56.4809493, 27.0936785], [56.4812583, 27.0935104], [56.4817818, 27.0931589], [56.482726, 27.0924254], [56.4983729, 27.0763775], [56.5003154, 27.0721528], [56.5018947, 27.0677199], [56.5020116, 27.0665778], [56.5013195, 27.0588135], [56.4963717, 27.0437435], [56.4958429, 27.0430283], [56.4759329, 27.0335685], [56.4755455, 27.0333871], [56.4746971, 27.0331318]]]}",osm-location-of-hormuz-island,precise,representative,2100,1700,27.06731756,"27.0673175585,56.4602023486",56.46020235,,M,modern,"1700.0,2100.0",OSM location of Hormuz Island,island,,settlement,Ksar Mahidjiba,,400,"island,"
"Horne, R., J. Becker","24.053028, 37.738167, 24.053028, 37.738167",rmhorne,A silver mine at Thorikos. A schematic map of the mine is carved into the rocks at the site.,mine-2,"{""type"": ""Point"", ""coordinates"": [24.053028, 37.738167]}",silver-mine-at-thorikos,precise,representative,-330,-550,37.738167,"37.738167,24.053028",24.053028,,C,classical,"-550.0,-330.0",Silver Mine at Thorikos,mine-2,,peninsula,,"1,101,981,551,530,030,000,000,000",220,"mine-2,"
"Novotny, J.","36.927509, 37.5812744, 36.927509, 37.5812744",jnovotny,"Location based on OpenStreetMap. The estimated, representative centerpoint is based on the OpenStreetMap location of MaraÅŸ (Akkadian Maraqasi), the capital of Gurgum.",province-2,"{""type"": ""Point"", ""coordinates"": [36.927509, 37.5812744]}",kahramanmaras,precise,"representative,central_point,associated_modern",-540,-720,37.5812744,"37.5812744,36.927509",36.927509,"ANE, Assyrian",N,neo-assyrian-babylonian-middle-east,"-720.0,-540.0",Representative centerpoint of Gurgum,province-2,570182,plaza,,,180,"province-2,"
"Becker, J.","25.2673782, 39.8857201, 25.2673782, 39.8857201",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [25.2673782, 39.8857201]}",location-of-koukonesi,precise,representative,-1000,-3000,39.8857201,"39.8857201,25.2673782",25.2673782,,32,"3rd-millennium-bc,2nd-millenium-bce","-3000.0,-1000.0",location of Koukonesi,island,514912,fort,,,2000,"island,"
"Mckee, G., J. Becker, T. Elliott","-5.0, 40.0, -5.0, 40.0",gmckee,"Point representing the approximate centerpoint of the Iberian Peninsula, derived from GeoNames.",peninsula,"{""type"": ""Point"", ""coordinates"": [-5.0, 40.0]}",geonames-location-of-iberian-peninsula,precise,"representative,central_point",2100,1700,40,"40.0,-5.0",-5,,M,modern,"1700.0,2100.0",GeoNames location of Iberian Peninsula,peninsula,209138,mine,,,400,"peninsula,"
"Mckee, G., J. Becker","63.655488, 44.268062, 63.655488, 44.268062",gmckee,Representative point derived from Google Earth imagery.,plateau,"{""type"": ""Point"", ""coordinates"": [63.655488, 44.268062]}",imagery-location-of-tagisken-plateau,precise,representative,2100,1700,44.268062,"44.268062,63.655488",63.655488,,M,modern,"1700.0,2100.0",Imagery location of Tagisken Plateau,plateau,"423,025,622,606,468",cemetery,,,400,"plateau,"
"Horne, R., T. Elliott","12.46667, 41.88333, 12.46667, 41.88333",rmhorne,Representative Location based on GeoNames,hill,"{""type"": ""Point"", ""coordinates"": [12.46667, 41.88333]}",geonames-location,precise,representative,2100,1700,41.88333,"41.88333,12.46667",12.46667,,M,modern,"1700.0,2100.0",GeoNames Location of Gianicolo,hill,,"villa, settlement-modern, estate",,,400,"hill,"
"Deblauwe, F., J. Becker, G. Moss","2.8143783, 50.779422, 2.8143783, 50.779422",fdeblauwe,Representative location based on OpenStreetMap,hill,"{""type"": ""Point"", ""coordinates"": [2.8143783, 50.779422]}",kemmelberg,precise,representative,2100,1700,50.779422,"50.779422,2.8143783",2.8143783,,M,modern,"1700.0,2100.0",OSM Location of Kemmelberg,hill,,villa,Casseuil,,400,"hill,"
"Becker, J.","12.4738069, 41.8950737, 12.4738069, 41.8950737",jbecker,Representative modern location based on OpenStreetMap.,"findspot,","{""type"": ""Point"", ""coordinates"": [12.4738069, 41.8950737]}",osm-location-of-via-di-grotta-pinta,precise,representative,2100,1700,41.8950737,"41.8950737,12.4738069",12.4738069,,M,modern,"1700.0,2100.0",OSM location of  Via di Grotta Pinta,findspot,,road,Armorica,,400,"findspot,"
"Becker, J.","3.501517, 43.263317, 3.501517, 43.263317",jbecker,Coordinates after GeoHack.,"island,","{""type"": ""Point"", ""coordinates"": [3.501517, 43.263317]}",centerpoint-of-island,precise,representative,2100,1700,43.263317,"43.263317,3.501517",3.501517,,M,modern,"1700.0,2100.0",location of Fort de Brescou (island),island,,quarry,Estel,149496,400,"island,"
"Becker, J.","4.0, 43.0, 4.0, 43.0",jbecker,Location based on OpenStreetMap,"water-open,","{""type"": ""Point"", ""coordinates"": [4.0, 43.0]}",location-of-gallicum-mare,precise,representative,2100,1700,43,"43.0,4.0",4,,M,modern,"1700.0,2100.0",location of Gallicum Mare,water-open,,settlement,"Plan de la Tour, Gailhan",,400,"water-open,"
"Becker, J.","3.6850634, 43.4020267, 3.6850634, 43.4020267",jbecker,coordinates after OSM.,"mountain,","{""type"": ""Point"", ""coordinates"": [3.6850634, 43.4020267]}",location-of-setius-m,precise,representative,2100,1700,43.4020267,"43.4020267,3.6850634",3.6850634,,M,modern,"1700.0,2100.0",location of Setius M.,mountain,,unlocated,Rhodian colony on coast,,400,"mountain,"
"Becker, J.","5.0462793, 43.5214908, 5.0462793, 43.5214908",jbecker,Location based on OpenStreetMap,"lagoon,","{""type"": ""Point"", ""coordinates"": [5.0462793, 43.5214908]}",location-of-stomalimne-mastramela-stagnum,precise,representative,2100,1700,43.5214908,"43.5214908,5.0462793",5.0462793,,M,modern,"1700.0,2100.0",location of Stomalimne/Mastramela Stagnum,lagoon,,"unlocated, cape",between Massalia and La Ciotat; Cap Croisette?,,400,"lagoon,"
"Becker, J.","3.5608062, 43.3897149, 3.5608062, 43.3897149",jbecker,Representative modern location based on OpenStreetMap.,"lagoon,","{""type"": ""Point"", ""coordinates"": [3.5608062, 43.3897149]}",location-of-etang-de-thau,precise,representative,2100,1700,43.3897149,"43.3897149,3.5608062",3.5608062,,M,modern,"1700.0,2100.0",OSM location of Ã‰tang de Thau,lagoon,,unlocated,BÃ©ziersName known only from Avienus; otherwise unattested.,,400,"lagoon,"
"Becker, J.","5.2784086, 44.1734971, 5.2784086, 44.1734971",jbecker,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [5.2784086, 44.1734971]}",location-of-Vintur-M,precise,representative,2100,1700,44.1734971,"44.1734971,5.2784086",5.2784086,,M,modern,"1700.0,2100.0",location of Vintur M.,mountain,,villa,"Les Baumelles, La Madrague de St-Cyr",,400,"mountain,"
"Becker, J.","8.226365, 44.025599, 8.226365, 44.025599",jbecker,Location verified in Google Earth 2013.,"island,","{""type"": ""Point"", ""coordinates"": [8.226365, 44.025599]}",location-of-gallinaria-ins,precise,representative,2100,1700,44.025599,"44.025599,8.226365",8.226365,,M,modern,"1700.0,2100.0",Imagery location of Gallinaria Ins.,island,912841,settlement,"al-Qusur, KUW",,400,"island,"
"Becker, J.","8.9999997, 43.5000002, 8.9999997, 43.5000002",jbecker,Location based on OpenStreetMap,"water-open,","{""type"": ""Point"", ""coordinates"": [8.9999997, 43.5000002]}",location-of-ligusticum-mare,precise,representative,2100,1700,43.5000002,"43.5000002,8.9999997",8.9999997,,M,modern,"1700.0,2100.0",location of Ligusticum Mare,water-open,,settlement,Chogha Qal,,400,"water-open,"
"Becker, J.","50.3080741, 29.2126438, 50.3080741, 29.2126438",jbecker,Location based on OpenStreetMap,"island,","{""type"": ""Point"", ""coordinates"": [50.3080741, 29.2126438]}",location-of-Arakia-Ins,precise,,2100,1700,29.2126438,"29.2126438,50.3080741",50.3080741,,M,modern,"1700.0,2100.0",OSM location of Arakia? Ins.,island,"893,951,633,091,638,000,000,000,000,000,000","unlocated, city-gate",,,400,"island,"
"Becker, J.","25.6029986, 36.8867976, 25.6048542, 36.8883738",jbecker,Representative location based on OpenStreetMap.,island,"{""type"": ""Polygon"", ""coordinates"": [[[25.6040223, 36.8867976], [25.6038511, 36.8868764], [25.6035614, 36.8871445], [25.6032771, 36.8876315], [25.6032519, 36.887686], [25.6030276, 36.88823], [25.6029986, 36.8883091], [25.6033307, 36.8883609], [25.6037062, 36.8883738], [25.6041568, 36.8882879], [25.6044299, 36.88817], [25.6046772, 36.8879662], [25.6048542, 36.8874556], [25.6047347, 36.8869634], [25.6040223, 36.8867976]]]}",osm-location-of-daskalio,precise,representative,2100,1700,36.88768094,"36.8876809383,25.6040004114",25.60400041,,M,modern,"1700.0,2100.0",OSM location of Daskalio,island,403222,villa,,,400,"island,"
"Becker, J.","24.6177491, 35.1820423, 24.6177491, 35.1820423",jbecker,Location based on OpenStreetMap,"mountain,","{""type"": ""Point"", ""coordinates"": [24.6177491, 35.1820423]}",location-of-mount-kedros,precise,representative,2100,1700,35.1820423,"35.1820423,24.6177491",24.6177491,,M,modern,"1700.0,2100.0",OSM location of Mount Kedros,mountain,,unlocated,Barrington Atlas grid 35 Unlocated,,400,"mountain,"
"Becker, J.","25.8754079, 35.0801117, 25.8754079, 35.0801117",jbecker,Representative modern location based on OpenStreetMap.,"mountain,","{""type"": ""Point"", ""coordinates"": [25.8754079, 35.0801117]}",location-of-oros-thriptis,precise,representative,2100,1700,35.0801117,"35.0801117,25.8754079",25.8754079,,M,modern,"1700.0,2100.0",OSM location of Oros Thriptis,mountain,,unlocated,on Geir fl.,,400,"mountain,"
"Becker, J.","37.0476147, 12.1819852, 37.0476147, 12.1819852",jbecker,Location based on OpenStreetMap,"lake,","{""type"": ""Point"", ""coordinates"": [37.0476147, 12.1819852]}",location-of-lake-tana,precise,representative,2100,1700,12.1819852,"12.1819852,37.0476147",37.0476147,,M,modern,"1700.0,2100.0",OSM location of Lake Tana,lake,,cemetery,Gasr el-Uatuat,,400,"lake,"
